linha_produto,principio_ativo,n_skus,marcas,decision,cod_item,desc_global,confidence,reasoning,n_candidates,candidate_cod_items,model,cached,error,custo_medio,custo_min,custo_max,vl_medio_global,prev_mes_rs,abc_global,run_pass
HEMITARTARATO DE ZOLPIDEM (10MG CP REV  ),HEMITARTARATO DE ZOLPIDEM,3,"['EMS', 'FQM', 'ZYDUS']",no_match,,,0.95,"Princípio ativo correto presente em candidato 87308 (zolpidem, hemitartarato), porém a dose do candidato é 5 mg enquanto a linha Unimed é 10 mg comprimido. Regras exigem mesma dose/concentração e forma; nenhum outro candidato corresponde a zolpidem 10 mg comprimido. Portanto sem match.",25,"[87127, 87308, 86983, 86762, 86724, 86651, 86763, 86904, 86568, 86952, 108057, 86771, 86730, 87181, 117320, 107024, 92940, 86683, 87285, 87093, 87092, 87257, 87053, 116345, 87287]",openai:gpt-5-mini,False,,0.3478973333333333,0.21,0.603647,,,,initial
CLORIDRATO DE AMBROXOL (3MG/ML XPE FR 120ML),CLORIDRATO DE AMBROXOL,1,['LABORATORIO GLOBO'],no_match,,,1.0,"Substância: Cloridrato de ambroxol 3 mg/ml xarope 120 ml (pediátrico). Nenhum candidato Global apresenta ambroxol 3 mg/ml: 86461 é ambroxol 6 mg/ml (diferença de concentração) e 86463 é 7,5 mg/ml em fr 50 ml; outros são substâncias diferentes. Dose/concentração e/ou substância incompatíveis.",25,"[87380, 86463, 86461, 87286, 86865, 86651, 100269, 104604, 86786, 86735, 86646, 83658, 111420, 87118, 86536, 116358, 84775, 86897, 88113, 107180, 86764, 83643, 102531, 86704, 86705]",openai:gpt-5-mini,False,,4.98,4.98,4.98,,,,initial
CLORETO DE POTASSIO (10% INJ IV 10ML),CLORETO DE POTASSIO,1,['SAMTEC'],no_match,,,0.95,"Princípio: Cloreto de potássio OK, mas nenhum candidato corresponde à apresentação exata 10% (100 mg/ml) injetável 10 ml. Cod_item=83659 é cloreto de potássio, porém 19,1% (191 mg/ml) — concentração diferente. Cod_item=86646 (60 mg/ml) e cod_item=86648 (forma/posologia diferente) também discordam. Outros são NaCl, combinações ou fármacos distintos. Portanto sem candidato equivalente clínico.",25,"[104604, 83659, 86649, 86646, 86942, 86648, 86824, 83664, 87217, 86471, 83660, 83658, 83661, 86601, 86323, 87116, 84107, 87047, 83663, 83662, 83673, 86705, 102531, 86963, 113736]",openai:gpt-5-mini,False,,0.26,0.26,0.26,,,,initial
CARBAMAZEPINA (200MG COMPRIMIDO SIMPLES ADULTO/PEDIATRICO VIA ORAL) C1,CARBAMAZEPINA,2,"['EMS', 'UNIAO QUIMICA']",match,86565.0,carbamazepina 200 mg com,1.0,"Mesma substância (carbamazepina), mesma dose (200 mg), mesma forma farmacêutica (comprimido) e via oral. Marcas/ SKUs ignorados; apresentação clínica equivalente.",25,"[86565, 86566, 84316, 87072, 86564, 116956, 86999, 86419, 92878, 86492, 100370, 88123, 87380, 87927, 87741, 88165, 86998, 86633, 88075, 111459, 86568, 84165, 84320, 117320, 117386]",openai:gpt-5-mini,False,,0.255,0.17,0.34,0.16,41.328,C,initial
SONDA URETRAL NR.08,PRODUTOS PARA SAUDE,1,['MEDSONDA'],match,87614.0,sonda uretral em pvc siliconizada n° 08,1.0,"Mesma apresentação clínica: sonda uretral calibre nº 08; forma farmacêutica/produção: sonda uretral (cateter uretral) em PVC siliconizada — via uretral. Marca ignorada; embalagem não especificada, compatível.",25,"[87614, 87616, 87615, 87613, 87617, 87612, 87618, 110641, 88080, 87553, 87581, 87604, 87602, 87597, 87595, 87577, 101297, 87596, 100820, 87575, 87572, 87569, 87683, 87565, 87567]",openai:gpt-5-mini,False,,0.4398,0.4398,0.4398,0.54,82.944,C,initial
"INDAPAMIDA (1,5MG COMPRIMIDO)",INDAPAMIDA,1,['SERVIER'],no_match,,,1.0,"Princípio ativo Unimed: indapamida 1,5 mg comprimido. Nenhum dos candidatos Global listados corresponde a indapamida — todos são substâncias diferentes (ex.: nifedipino, ramipril, sinvastatina, olanzapina, etc.). Portanto, não há apresentação clínica equivalente.",25,"[86905, 92914, 87239, 87051, 87031, 87038, 87185, 87026, 87006, 86976, 87050, 87159, 87142, 86847, 87148, 87189, 87186, 87187, 87052, 87271, 87027, 87184, 87188, 87149, 86707]",openai:gpt-5-mini,False,,0.188625,0.188625,0.188625,,,,initial
ANTISSEPTICO TINTURA IODOPOVIDONA PVPI 1LITRO,IODOPOVIDONA,1,['RIOQUIMICA'],no_match,,,0.9,"Princípio ativo PVPI (iodopovidona) presente apenas no candidato 1, mas esse é um kit com cápsula para desinfecção em diálise peritoneal — apresentação clínica diferente (kit/cápsula) e não é equivalente a TINTURA/solução PVPI 1 litro. Nenhum outro candidato descreve iodopovidona em solução 1L. Dose/forma/volume não compatíveis.",25,"[117114, 84230, 84229, 100391, 87555, 87554, 87556, 87557, 87558, 87719, 117564, 84649, 87798, 86882, 84245, 87552, 87553, 87551, 86413, 87920, 87123, 92807, 87799, 108101, 88009]",openai:gpt-5-mini,False,,52.5,52.5,52.5,,,,initial
DIFENIDRAMINA (50MG/ML SOLUCAO INJETAVEL AMPOLA 1ML),DIFENIDRAMINA,1,['CRISTALIA'],match,86712.0,difenidramina 50 mg/ml sol inj amp 1 ml,1.0,Princípio ativo idêntico (difenidramina). Dose 50 mg/ml = 50MG/ML. Forma farmacêutica solução injetável em ampola 1 ml = sol inj amp 1 ml. Via injetável compatível. Volume/embalagem 1 ml compatível; marcas ignoradas.,25,"[83676, 86712, 106331, 86745, 87238, 110280, 87141, 87266, 87016, 83672, 86997, 87024, 87234, 87007, 87096, 86630, 87267, 115305, 86777, 87040, 83668, 86994, 86995, 86965, 86732]",openai:gpt-5-mini,False,,17.0,17.0,17.0,19.0,6857.099999999999,B,initial
SACUBITRIL + VALSARTANA (200MG COMPRIMIDO REV) ,SACUBITRIL VALSARTANA SODICA HIDRATADA,1,['NOVARTIS'],no_match,,,0.9,"Princípio ativo: sacubitril + valsartana coincide apenas com candidatos 111930 (49+51 mg) e 111929 (24+26 mg). Porém a apresentação Unimed é '200 mg comprimido' (Entresto 200 mg = provável 97+103 mg por comprimido). Regras exigem mesma dose/concentração e forma/via: forma e via são compatíveis (comprimido oral), mas não há candidato com a dose 97+103 mg (200 mg total). Outros candidatos são só valsartana isolada ou princípios diferentes. Portanto não há equivalente clínico com mesma dose.",25,"[87289, 111930, 111929, 92898, 87288, 87290, 87295, 86918, 86924, 86922, 86921, 86920, 86919, 86925, 86926, 83696, 86753, 86754, 86755, 86752, 86815, 86751, 86321, 83679, 86582]",openai:gpt-5-mini,False,,3.187233,3.187233,3.187233,,,,initial
FINASTERIDA (5MG COMPRIMIDO),FINASTERIDA,1,['AUROBINDO'],match,86805.0,finasterida 5 mg com rev,1.0,Princípio ativo: finasterida = finasterida; Dose: 5 mg = 5 mg; Forma: comprimido (CP) compatível com 'com rev' (comprimido revestido) — ambos são comprimidos orais; Via: oral implícita; Embalagem/volume não aplicável. Marcas ignoradas.,25,"[87021, 86805, 87159, 87038, 87324, 87185, 87186, 87187, 87149, 87006, 86976, 87180, 87181, 87051, 87031, 87239, 87295, 86852, 87148, 87213, 87002, 87273, 87052, 86781, 87277]",openai:gpt-5-mini,False,,0.25,0.25,0.25,0.27,3.024,C,initial
CAPECITABINA (500MG COMPRIMIDO REVESTIDO),CAPECITABINA,6,"['BERGAMO', 'BIOPAS', 'CRISTALIA ONCO', 'EMS ONCO', 'EUROFARMA ONCO']",match,106817.0,capecitabina 500 mg com rev,1.0,"Mesmo princípio ativo (capecitabina), mesma dose (500 mg), mesma forma farmacêutica (comprimido revestido). Marcas/SKUs diferentes na Unimed mapeiam para um único item clínico Global; apresentação clínica coincide exatamente com o cod_item 106817.",25,"[87100, 106817, 102396, 87142, 87143, 87072, 111917, 87052, 87144, 86499, 86485, 87050, 86568, 86967, 87324, 86860, 86419, 86999, 86998, 108004, 86892, 87093, 86933, 86960, 86890]",openai:gpt-5-mini,False,,3.510104833333333,1.390213,9.603833,1.6,1468.8000000000002,C,initial
DIGLICONATO DE CLOREXIDINA (2% DEGERMANTE 1000ML),DIGLICONATO DE CLOREXIDINA,3,"['RIOQUIMICA', 'VIC PHARMA']",match,84214.0,clorexidina degermante 2% 1000ml (s/ bico),1.0,Princípio: digliconato de clorexidina (clorexidina) = candidato. Concentração: 2% = match. Forma: degermante (produto de limpeza) = match. Volume: 1000 ml = match. Via: tópico/dermocutânea (degermante) = compatível. Marcas ignoradas.,25,"[104604, 84214, 84215, 84213, 84211, 84280, 84210, 84212, 111420, 84269, 83940, 84309, 86651, 83664, 88152, 111591, 102531, 86641, 105079, 92851, 92852, 87203, 87128, 83661, 86865]",openai:gpt-5-mini,False,,16.236666666666668,14.21,18.75,14.52,149.556,C,initial
ATORVASTATINA (10MG COMPRIMIDO),ATORVASTATINA CALCICA,1,['EMS'],match,86491.0,atorvastatina cálcica 10 mg com rev,1.0,Princípio: atorvastatina cálcica = atorvastatina. Dose: 10 mg = 10 mg. Forma: comprimido (com rev = comprimido revestido) = comprimido. Via: oral (comprimido) compatível. Volume/embalagem: não aplicável. Marcas ignoradas.,25,"[87006, 86493, 86492, 86491, 87185, 87186, 87187, 87188, 87289, 86937, 87181, 87324, 87213, 87171, 87189, 87271, 87180, 87050, 87239, 86862, 87257, 87172, 87165, 87273, 92914]",openai:gpt-5-mini,False,,0.155,0.155,0.155,0.13,8.671000000000001,C,initial
FLUNITRAZEPAM (2MG COMPRIMIDO),FLUNITRAZEPAM,2,"['EMS', 'EMS SIGMA PHARMA']",no_match,,,0.95,"Princípio ativo Unimed: flunitrazepam 2 mg comprimido. Nenhum candidato listado é flunitrazepam; embora haja outros benzodiazepínicos com dose 2 mg (ex.: lorazepam 2 mg, clonazepam 2 mg, alprazolam 2 mg), a regra 1 exige mesma substância ou equivalente clínico — flunitrazepam não é equivalente a lorazepam, clonazepam ou outros. Forma (comprimido) e dose coincidentes em alguns candidatos não compensam a diferença de princípio ativo. Portanto, sem correspondência clínica.",25,"[86524, 87038, 102397, 86938, 86636, 100378, 86707, 86635, 87051, 86706, 87092, 86836, 86531, 86456, 86532, 87271, 87027, 87143, 86565, 87258, 86428, 87093, 86862, 87101, 87100]",openai:gpt-5-mini,False,,0.7946679999999999,0.652258,0.937078,,,,initial
TROPICAMIDA LIQUIDO (10MG/ML SOLUCAO OFTALMICA),TROPICAMIDA,1,['LATINOFARMA'],match,87278.0,tropicamida 10 mg/ml sol oft gt fr 5 ml,1.0,Princípio: tropicamida = tropicamida. Dose: 10 mg/ml = 10 mg/ml. Forma: solução oftálmica (gotas) = solução oftálmica gotas. Via: oftálmica = oftálmica. Volume: candidato fr 5 ml compatível com apresentação clínica informada. Marcas ignoradas.,25,"[111299, 87193, 87278, 87848, 87190, 87238, 84210, 111216, 87252, 92960, 87266, 86429, 87297, 87194, 87206, 84228, 110315, 110317, 98005, 86877, 88123, 87249, 111417, 87267, 83880]",openai:gpt-5-mini,False,,14.05,14.05,14.05,15.1,67.95,C,initial
"DIPIRONA+ADIFENINA+PROMETAZINA (500+10+5)MG/1,5ML SOL OR FR GOT 15ML)",DIPIRONA+CLORIDRATO DE ADIFENINA+CLORIDRATO DE PROMETAZINA,1,['LEGRAND'],no_match,,,0.9,"Produto Unimed: dipirona + cloridrato de adifenina + cloridrato de prometazina, 500+10+5 mg por 1,5 ml, solução oral gotas 15 ml. Lista Global não contém item com a mesma combinação tripla de princípios ativos. Há apenas dipirona isolada (cod_item=83669/83667/83666/83668) ou prometazina isolada (cod_item=86859) em formas/ concentrações diferentes; nenhum tem todos os três princípios, mesmas doses, forma e via. Portanto, sem equivalente clínico.",25,"[86637, 83669, 83667, 83666, 83668, 86495, 86717, 86978, 86859, 86573, 86767, 87097, 87160, 107573, 86612, 83684, 87118, 113430, 86770, 87278, 86335, 86764, 86696, 86798, 113429]",openai:gpt-5-mini,False,,2.35,2.35,2.35,,,,initial
FLUCONAZOL (150MG CAPSULA),FLUCONAZOL,4,"['BELFAR', 'EMS']",no_match,,,0.9,"Unimed = fluconazol 150 mg cápsula (oral, dose unitária 150 mg, forma cápsula). Candidato 86812 é fluconazol 2 mg/ml solução para injeção em bolsa 100 ml (via parenteral, concentração 2 mg/ml, volume 100 ml = 200 mg total). Apesar de mesma substância, forma farmacêutica, via e dose total são diferentes — não compatíveis segundo regras (forma/ via/ dose exigidas). Nenhum outro candidato corresponde a fluconazol 150 mg cápsula.",25,"[86871, 86812, 87265, 92944, 92918, 86853, 84178, 87158, 86816, 87146, 87305, 87193, 83688, 86345, 86344, 87139, 87735, 111278, 86976, 116624, 116642, 103669, 86814, 102531, 106331]",openai:gpt-5-mini,False,,1.355,0.52,2.5,,,,initial
LEVOFLOXACINO SOLIDO (500MG CP) ORAL,LEVOFLOXACINO HEMI-HIDRATADO,2,['EMS'],no_match,,,0.95,"Princípio ativo correto (levofloxacino) mas nenhum candidato Global corresponde à apresentação clínica: Unimed é sólido oral 500 mg comprimido; candidatos disponíveis são solução injetável (5 mg/ml), comprimido 750 mg (dose diferente) ou outros fármacos distintos. Dose/forma/via incompatíveis.",25,"[86871, 86912, 86914, 86626, 86623, 86349, 86924, 92912, 86918, 86921, 87009, 86672, 86922, 86925, 106331, 87071, 86920, 86724, 87011, 87182, 86661, 84850, 86916, 87055, 106130]",openai:gpt-5-mini,False,,0.6,0.6,0.6,,,,initial
CARBOMER 340  TOPICO  (2MG/G GEL OFT 10G),CARBOMER 340,1,['BAUSCH+LOMB'],match,86567.0,"carbômer 2 mg/g + sorbitol 48,5 mg/g gel oft bg 10 g",1.0,Princípio: carbômer (CARBOMER 340) – corresponde. Dose: 2 mg/g – corresponde. Forma: gel oftálmico – corresponde. Via: oftálmica – corresponde. Volume/embalagem: 10 g – corresponde. Excipientes/marca ignorados (sorbitol presente é compatível).,25,"[86567, 87257, 86495, 86564, 87278, 86606, 86710, 87116, 86573, 86767, 87015, 86653, 86646, 87230, 87251, 111299, 87128, 105568, 86764, 86744, 86423, 86438, 87222, 87259, 87258]",openai:gpt-5-mini,False,,29.86,29.86,29.86,39.39,21.6645,C,initial
"LEVONORGESTREL (1,5MG COMPRIMIDO SIMPLES)",LEVONORGESTREL,1,['NEO QUIMICA'],no_match,,,1.0,"Princípio ativo corresponde (levonorgestrel), mas a apresentação clínica da Unimed é LEVONORGESTREL 1,5 mg comprimido único (anticoncepção de emergência, via oral). Os candidatos listados com levonorgestrel são DIUs (19,5 mg Kyleena; 52 mg Mirena) ou implante (etonogestrel), ou outras substâncias/formas distintas. Dose, forma farmacêutica e via não são equivalentes; portanto não há candidato adequado.",25,"[87051, 87337, 86917, 103869, 87002, 86643, 83802, 87316, 87188, 87627, 87180, 86905, 87159, 87181, 86907, 116670, 87139, 87031, 110407, 87068, 87067, 116345, 86998, 87021, 87213]",openai:gpt-5-mini,False,,0.96,0.96,0.96,,,,initial
OLEO DE IMERSAO 100ML,PRODUTO PARA LABORATORIO,1,['NEWPROV'],match,87055.0,oleo mineral fr 100ml,1.0,"Óleo de imersão 100 ml (produto para laboratório) corresponde clinicamente a óleo mineral fr 100ml: mesma substância/uso (óleo mineral/óleo de imersão), mesma forma (óleo líquido), mesmo volume 100 ml; marcas ignoradas.",25,"[88152, 87055, 87132, 87687, 84135, 92940, 84280, 88140, 83774, 87719, 84965, 84963, 111595, 92985, 111262, 92912, 100369, 84964, 84238, 116736, 107024, 87182, 113736, 85021, 87031]",openai:gpt-5-mini,False,,12.31,12.31,12.31,3.14,112.098,C,initial
SULFATO DE MORFINA PENTAIDRATADO  (10 MG CP A1 VP),SULFATO DE MORFINA PENTAIDRATADO,1,['CRISTALIA'],match,87006.0,morfina 10 mg com,1.0,Princípio: sulfato de morfina penta-hidratado = morfina; Dose: 10 mg = 10 mg; Forma: CP = comprimido (oral) corresponde ao candidato; Via: oral (comprimido) compatível; Volume/embalagem não aplicável/compatível. Marcas ignoradas.,25,"[87006, 87209, 87007, 87208, 87210, 86762, 86679, 92881, 87402, 87203, 87211, 87380, 86763, 87118, 86965, 87335, 83659, 87286, 86581, 86963, 86909, 87089, 86683, 87285, 86651]",openai:gpt-5-mini,False,,0.7,0.7,0.7,0.82,42.804,C,initial
"TARTARATO DE BRIMONIDINA + MALEATO DE TIMOLOL (2+5)MG/ML SOL OFT FR PLAS X 2,5ML",TARTARATO DE BRIMONIDINA + MALEATO DE TIMOLOL,1,['LEGRAND OFTA'],no_match,,,1.0,"Substância: produto Unimed é combinação brimonidina 2 mg/ml + timolol 5 mg/ml (solução oftálmica 2,5 ml). Nenhum dos candidatos contém brimonidina ou timolol; todos os itens listados têm princípios ativos diferentes (antibióticos, antimuscarínicos, corticosteroides, lubrificantes, etc.). Forma e via (sol oft) compatíveis em alguns, mas princípio ativo e dose não coincidem — portanto sem correspondente clínico.",25,"[86824, 86573, 86495, 87252, 86982, 87278, 86612, 86708, 86637, 83684, 86717, 87220, 86463, 86815, 86692, 87011, 87248, 87173, 83666, 86703, 86476, 107573, 87160, 86979, 87041]",openai:gpt-5-mini,False,,9.318,9.318,9.318,,,,initial
"BIMATOPROSTA LIQUIDO (0,3+5MG/ML SOL OFT 3ML) OFTALMICO ",BIMATOPROSTA+MALEATO DE TIMOLOL,1,['LEGRAND OFTA'],no_match,,,1.0,"Princípio ativo Unimed: bimatoprosta + maleato de timolol 0,3 + 5 mg/ml, solução oftálmica 3 ml. Nenhum dos candidatos lista bimatoprosta e timolol (combinação) ou dose equivalente; os itens oftálmicos disponíveis têm princípios ativos diferentes (moxifloxacino+dexametasona, tobramicina, carmelose, hialuronato, fenilefrina, etc.). Dose/substância não compatíveis, logo sem match clínico.",25,"[86684, 87220, 87252, 86495, 111299, 87278, 86536, 86612, 83673, 86824, 110280, 86982, 87041, 83669, 86978, 83880, 86879, 87011, 87141, 86573, 87160, 86458, 86786, 86335, 83684]",openai:gpt-5-mini,False,,8.572535,8.572535,8.572535,,,,initial
"TIBOLONA SOLIDO (1,25MG COMPRIMIDO) ",TIBOLONA,1,['FQM'],no_match,,,1.0,"Nenhum candidato corresponde à tibolona 1,25 mg comprimido. Todos os itens listados são substâncias diferentes (ex.: bisoprolol, simeticona, prednisolona, etc.). Regras: deve ser mesma substância, dose e forma — não há tibolona na lista.",25,"[83651, 87184, 86849, 86848, 86836, 87189, 87271, 92914, 87006, 87188, 87159, 87051, 87031, 83671, 86862, 87295, 86852, 87185, 86430, 87273, 86851, 87026, 87180, 87050, 86976]",openai:gpt-5-mini,False,,0.646762,0.646762,0.646762,,,,initial
"TRAVOPROSTA LIQUIDO (0,04MG/ML SOL OFT 2,5 ML) OFTALMICO ",TRAVOPROSTA,3,"['EMS', 'LEGRAND OFTA']",no_match,,,1.0,"Princípio: Travoprosta 0,04 mg/ml solução oftálmica 2,5 ml. Nenhum dos candidatos lista travoprosta ou um análogo prostaglandínico clinicamente equivalente (latanoprost/bimatoprost) com mesma dose/forma/via/volume. Vários candidatos são soluções oftálmicas, mas com princípios ativos diferentes e doses/volumes incompatíveis; portanto sem equivalente clínico.",25,"[86684, 87220, 87252, 111299, 83684, 87248, 86495, 87278, 86786, 86573, 86637, 86717, 86824, 86418, 110315, 110317, 83666, 86417, 104710, 83669, 86931, 113736, 87141, 86423, 86536]",openai:gpt-5-mini,False,,10.499866666666668,10.2498,11.0,,,,initial
"CLORMADINONA + ETINILESTRADIOL (2,00+0,03 MG COM REV)

",ACETATO DE CLORMADINONA+ETINILESTRADIOL,2,['FQM'],no_match,,,0.95,"Princípio ativo e apresentação clínica não coincidem: Unimed = acetato de clormadinona + etinilestradiol 2,00+0,03 mg comprimido oral (anticoncepcional combinado). Nenhum dos candidatos listados contém essa combinação de estrogênio+progestágeno nem dose/formulação equivalente. Portanto, sem correspondência clínica.",25,"[87223, 86485, 86525, 87158, 111917, 86938, 92963, 116345, 86904, 86479, 87230, 86952, 86526, 87273, 87052, 86731, 92885, 86633, 86721, 92878, 87263, 86524, 86935, 87148, 86456]",openai:gpt-5-mini,False,,0.6657420000000001,0.665741,0.665743,,,,initial
SONDA FOLEY 2 VIAS FR 16 C/BALAO 15-30CC,PRODUTOS PARA SAUDE,1,['MEDIX'],match,87585.0,sonda foley 2 vias n° 16 30cc ,1.0,"Produto: sonda Foley (insumo). Apresentação clínica Unimed: sonda Foley 2 vias, calibre FR 16, balão 15-30 cc. Candidato 87585: sonda foley 2 vias n°16 30cc — mesma forma (sonda Foley), mesma via/funcionalidade (2 vias), mesmo calibre (n°16) e volume de balão compatível (30cc dentro do intervalo 15-30cc). Marcas ignoradas.",25,"[87585, 87590, 87586, 87589, 87583, 87588, 87581, 87582, 87593, 87591, 87594, 87592, 87584, 87587, 87916, 88108, 87763, 87967, 88043, 87764, 87806, 87309, 102531, 87574, 87564]",openai:gpt-5-mini,False,,1.75682,1.75682,1.75682,2.11,133.352,C,initial
DIAZEPAM (5MG COMPRIMIDO) B1,DIAZEPAM,3,"['CRISTALIA', 'GERMED']",match,86707.0,diazepam 5 mg com,1.0,"Mesma substância (diazepam), mesma dose (5 mg), mesma forma farmacêutica (comprimido) e via oral. Marcas/embalagens ignoradas — apresentação clínica equivalente.",25,"[86483, 86707, 86706, 87038, 102397, 100378, 86531, 86532, 86708, 86976, 86635, 87051, 86938, 87101, 87100, 83667, 86852, 86636, 87273, 87052, 87277, 108004, 87143, 86565, 87259]",openai:gpt-5-mini,False,,0.0717776666666666,0.053333,0.087,0.08,13.912,C,initial
PREDNISOLONA SOLIDO (20MG COMPRIMIDO),PREDNISONA,6,"['EMS', 'MANTERCORP FARMA', 'NEO QUIMICA']",match,86851.0,prednisona 20 mg com,0.9,Princípio: prednisona (Unimed) — equivalente clínico a prednisolona; Dose: 20 mg = 20 mg; Forma: comprimido (sólido) = comprimido; Via: oral (comprimido) compatível; Volume/embalagem: não especificado mas não necessário. Marcas ignoradas; múltiplos SKUs Unimed mapeiam para um item Global.,25,"[86848, 86849, 86851, 86852, 87305, 86850, 87140, 87139, 102396, 86836, 86536, 86860, 87189, 87186, 92914, 87027, 87222, 92932, 92912, 87158, 86724, 87031, 83671, 86862, 87092]",openai:gpt-5-mini,False,,0.486666,0.194496,0.775,0.23,14.904,C,initial
TEMOZOLOMIDA (5MG CAP DURA),TEMOZOLOMIDA,7,"['BLAU', 'CRISTALIA ONCO', 'EUROFARMA ONCO', 'SUN PHARMA']",no_match,,,0.95,"Princípio ativo corresponde (temozolomida) e forma farmacêutica compatível (cápsula dura, via oral), mas a dose da linha Unimed é 5 mg enquanto os candidatos disponíveis são 20 mg, 100 mg e 250 mg — incompatibilidade de dose (Regra 2).",25,"[83650, 104338, 103714, 103898, 86854, 86853, 87045, 87265, 87299, 87146, 86478, 103669, 116624, 116642, 87062, 87061, 87300, 86816, 116611, 92918, 104342, 87030, 86742, 92932, 87304]",openai:gpt-5-mini,False,,9.507771,0.000807,22.0,,,,initial
CAPECITABINA (150MG COMPRIMIDO REVESTIDO),CAPECITABINA,3,"['EUROFARMA ONCO', 'SUN PHARMA']",no_match,,,1.0,"Princípio ativo: capecitabina presente em cod_item=106817, porém dose incompatível (Unimed 150 mg vs candidato 500 mg). Forma farmacêutica (comprimido revestido) compatível, mas a diferença de dose impede match. Demais candidatos são princípios ativos diferentes.",25,"[86921, 106817, 102396, 87142, 87143, 87050, 111917, 87052, 87144, 86998, 86485, 87072, 86766, 86952, 87392, 86999, 108004, 86499, 86568, 86892, 87171, 86675, 115489, 87093, 86933]",openai:gpt-5-mini,False,,1.6897723333333332,0.735983,2.166667,,,,initial
IBUPROFENO (100 MG/ML SUSPENSAO ORAL GOTAS 20ML),IBUPROFENO,2,"['COSMED', 'GERMED']",match,86870.0,ibuprofeno 100 mg/ml sus or fr got 20ml,1.0,Princípio ativo: ibuprofeno; mesma dose/concentração 100 mg/ml; mesma forma farmacêutica: suspensão oral (gotas); mesma via: oral; mesmo volume: 20 ml. Marcas ignoradas.,25,"[111299, 86870, 86871, 86349, 86795, 83666, 113736, 86438, 86564, 115780, 86728, 100385, 86612, 86812, 86789, 87198, 86682, 86623, 86604, 86606, 83694, 86590, 86579, 86503, 86423]",openai:gpt-5-mini,False,,2.74,2.38,3.1,6.04,286.296,C,initial
"ATADURA ALGODAO ORTOP 10CM X 1,0M",PRODUTOS PARA SAUDE,1,['POLARFIX'],match,87453.0,atadura ortopedica algodao 10cmx1m,1.0,"Mesma apresentação clínica: atadura ortopédica de algodão, largura 10 cm e comprimento 1,0 m. Forma e dimensões coincidem; marca ignorada. Não há indicação de esterilidade/descartável na linha Unimed, e o candidato 87453 é correspondente non-esteril padrão.",25,"[87536, 88209, 87453, 87454, 87455, 101607, 101606, 104760, 87533, 87460, 101603, 87735, 88067, 87535, 87823, 87452, 115874, 87909, 115258, 88076, 88170, 87534, 87824, 116418, 92940]",openai:gpt-5-mini,False,,0.3702,0.3702,0.3702,0.83,1.1205,C,initial
"ATADURA ALGODAO ORTOP 15CM X 1,0M",PRODUTOS PARA SAUDE,1,['POLARFIX'],match,87454.0,atadura ortopedica algodao 15cmx1m ,1.0,"Princípio: atadura ortopédica de algodão (produto para saúde). Apresentação: 15 cm x 1,0 m corresponde exatamente ao candidato. Forma farmacêutica: atadura ortopédica (mesma). Marca ignorada — apresentação clínica equivalente.",25,"[87536, 88209, 87454, 87453, 87455, 104761, 87534, 87533, 87461, 87823, 101607, 101606, 87735, 87824, 101603, 87829, 104760, 88076, 89510, 88066, 87535, 83797, 117389, 87807, 87460]",openai:gpt-5-mini,False,,0.5337,0.5337,0.5337,1.16,195.46,C,initial
"HEMIFUMARATO DE BISOPROLOL (2,5MG COMPRIMIDO REVESTIDO)",HEMIFUMARATO DE BISOPROLOL,1,['EMS'],match,86525.0,"bisoprolol 2,5 mg com rev",1.0,"Mesma substância (hemifumarato de bisoprolol = bisoprolol), mesma dose 2,5 mg, mesma forma farmacêutica (comprimido revestido) e mesma via (oral). Marca ignorada conforme regra.",25,"[86905, 86525, 86526, 83651, 102396, 86724, 86980, 86981, 86763, 86725, 86983, 86959, 92880, 87144, 86762, 86568, 108057, 92912, 87127, 86909, 87285, 87173, 84107, 87092, 86533]",openai:gpt-5-mini,False,,0.214667,0.214667,0.214667,0.19,36.917,C,initial
CLORIDRATO DE PROPAFENONA (300MG CP REVESTIDO),CLORIDRATO DE PROPAFENONA,1,['PRATI DONADUZZI'],match,86860.0,propafenona 300 mg com rev,0.98,"Mesmo princípio ativo (cloridrato de propafenona), mesma dose (300 mg), mesma forma farmacêutica (comprimido revestido) e via oral. Marca/fornecedor são irrelevantes segundo regras.",25,"[86645, 86860, 111420, 86651, 86736, 104604, 83939, 87127, 117320, 86865, 86909, 86705, 86633, 100370, 95507, 86704, 92961, 86724, 105079, 102396, 86648, 88159, 86463, 87380, 116358]",openai:gpt-5-mini,False,,0.489573,0.489573,0.489573,1.87,192.61,C,initial
ESPARADRAPO 10X4.5 BRANCO,PRODUTOS PARA SAUDE,3,"['CIEX', 'MISSNER', 'NEOPLAST']",match,87524.0,"esparadrapo impermeavel 10cm x 4,5m",0.9,"Princípio: esparadrapo (fita adesiva hospitalar). Dose: não aplicável. Forma: fita adesiva (esparadrapo). Via: tópico/externa. Volume/embalagem: 10 x 4,5 corresponde a 10 cm x 4,5 m — candidato 87524 é esparadrapo 10cm x 4,5m (branco). Marcas ignoradas. Compatível clinicamente.",25,"[87514, 87524, 87523, 92724, 87976, 111595, 84124, 83785, 83803, 83786, 84326, 86847, 117638, 84680, 101241, 84733, 110407, 83909, 111955, 111416, 86702, 86535, 115792, 115151, 87064]",openai:gpt-5-mini,False,,7.198155333333332,5.844466,8.45,7.51,1763.348,B,initial
